image_id x_1 y_1 width height
000959.jpg 44 77 93 93
000960.jpg 31 73 112 112
000961.jpg 34 68 113 113
000962.jpg 41 77 95 95
000963.jpg 31 66 119 119
000964.jpg 38 69 106 106
000965.jpg 38 72 103 103
000966.jpg 30 65 118 118
000967.jpg 36 70 107 107
000968.jpg 30 66 119 119
000969.jpg 39 74 98 98
000970.jpg 19 59 131 131
000971.jpg 35 67 110 110
000972.jpg 36 67 108 108
000973.jpg 34 71 106 106
000974.jpg 27 64 117 117
000975.jpg 35 67 108 108
000976.jpg 34 70 112 112
000977.jpg 40 72 98 98
000978.jpg 42 75 93 93
000979.jpg 45 77 87 87
000980.jpg 37 69 106 106
000981.jpg 48 75 103 103
000982.jpg 17 61 50 50
000982.jpg 42 77 93 93
000984.jpg 32 65 114 114
000985.jpg 39 69 110 110
000986.jpg 31 68 114 114
000987.jpg 37 69 102 102
000988.jpg 37 71 107 107
000989.jpg 36 73 103 103
000990.jpg 34 68 110 110
000991.jpg 35 70 110 110
000992.jpg 39 72 101 101
000993.jpg 37 69 106 106
000994.jpg 40 74 95 95
000995.jpg 45 82 83 83
000996.jpg 33 68 114 114
000997.jpg 39 74 103 103
000998.jpg 36 71 108 108
000999.jpg 38 70 102 102
001000.jpg 34 70 110 110
